Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,Internet Service(Yes/No),Churn
1.0,0.0,0.0,0.0,0.028169014,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5676617,0.025998157,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.6478873,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.47826087,1.0,0.6034826,0.41905725,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.42253518,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6064676,0.28599122,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.69014084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.018905476,0.1052504,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.12676056,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6129353,0.10022502,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.30646765,0.003490653,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.7183098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,1.0,0.02139303,0.12368451,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,1.0,1.0,0.8873239,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9288557,0.81700903,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.8591549,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.059701487,0.16222017,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.028169014,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.460199,0.018301409,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.7746479,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.47826087,0.0,0.9179104,0.706289,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.6338028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47826087,0.0,0.37213928,0.3081064,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.09859155,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36218905,0.053479116,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.4084507,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.56218904,0.24146089,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.6197183,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47826087,1.0,0.07611941,0.13821833,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.60796016,0.0069870763,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,0.14084508,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.321393,0.06306831,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.08450705,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.56616914,0.05516963,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.57746476,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8512438,0.49719593,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.6760563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.018905476,0.110148855,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.112676054,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.80646765,0.103848375,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.47887322,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.47826087,1.0,0.43681592,0.25347912,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.6619718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0238806,0.11980152,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,1.0,0.6338028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.01691544,0.10481191,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.39436617,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15422885,0.11429148,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.4084507,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6348259,0.29441494,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.56169146,0.0064504957,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.91549295,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6542288,0.6572179,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.90140843,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.92338306,0.8179322,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.99999994,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.822388,0.85855645,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.15492958,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.60398006,0.104840755,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,1.0,0.9859155,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.47826087,1.0,0.48358208,0.54579973,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.056338023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027860686,0.0109681515,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.7183098,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.027363181,0.12559427,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,0.0,0.33802816,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.79850745,0.28798753,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019402996,0.00016155094,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011940315,7.5005926e-05,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.52112675,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.47826087,0.0,0.7636816,0.4138934,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.91549295,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.47826087,0.0,0.2716418,0.34715554,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.9436619,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9129353,0.8761886,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.056338023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060198992,0.00939303,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.99999994,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.47826087,1.0,0.8547264,0.8405551,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.4366197,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.47826087,0.0,0.11840795,0.10487538,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.5915493,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.47826087,0.0,0.7572139,0.4503231,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,1.0,0.99999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0114427805,0.15514077,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.7605634,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7810945,0.6023656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.7183098,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.47826087,0.0,0.39502484,0.34888646,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.5915493,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.7303482,0.45410803,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.5070422,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.57960194,0.32879645,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,0.8873239,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.36169153,0.39288023,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,0.028169014,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.71243775,0.026494347,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.4929577,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12736319,0.12780406,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.12676056,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.81592035,0.12068429,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.56338024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0238806,0.094201475,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,1.0,0.36619717,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6661691,0.24611126,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.7746479,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.47826087,1.0,0.8114428,0.6342777,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.07042253,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02437812,0.010841219,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.028169014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.55870646,0.02431918,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,1.0,1.0,0.08450705,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32288557,0.038258713,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.04225352,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025870651,0.005088853,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.45070422,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.7034825,0.3472017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,0.0,0.0,0.36619717,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5950249,0.24425341,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
